"id","created_at","name","has_test","alternate_url"
"119068056","2025-04-02T12:22:45+0300","Аналитик,данных,"-",Analyst)",false,"https://hh.ru/vacancy/119068056"
"119083819","2025-04-02T16:23:01+0300","Python-разработчик,в,"-",team",false,"https://hh.ru/vacancy/119083819"
"119084114","2025-04-02T16:28:30+0300","Data,Scientist,"-",моделирования,кредитных,рисков",false,"https://hh.ru/vacancy/119084114"
"118524897","2025-04-02T20:14:09+0300","Junior,Data,"-",/,Machine,Learning,Engineer",false,"https://hh.ru/vacancy/118524897"
