Error: URL not found or could not fetch data for AAPL
         468058 function calls (444107 primitive calls) in 0.778 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
       20    0.000    0.000    0.000    0.000 inspect.py:1777(_check_class)
        1    0.000    0.000    0.000    0.000 selector_events.py:953(set_protocol)
        1    0.000    0.000    0.000    0.000 _models.py:252(get_list)
        3    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:192(_set_nodelay)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       30    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       61    0.000    0.000    0.000    0.000 base_events.py:549(_check_closed)
        5    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       10    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        3    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       21    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        2    0.000    0.000    0.000    0.000 base_events.py:1200(_create_connection_transport)
        9    0.000    0.000    0.000    0.000 base_events.py:562(_asyncgen_firstiter_hook)
       16    0.000    0.000    0.000    0.000 inspect.py:2813(__str__)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
        7    0.000    0.000    0.000    0.000 ssl.py:859(read)
        3    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
       14    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
       10    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        2    0.000    0.000    0.001    0.000 _eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_thread.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        3    0.000    0.000    0.000    0.000 _asyncio.py:617(cancel)
       21    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 _asyncio.py:2282(AsyncIOBackend)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.001    0.000 http11.py:196(_receive_response_body)
        2    0.000    0.000    0.000    0.000 _auth.py:87(async_auth_flow)
        2    0.000    0.000    0.000    0.000 base_events.py:596(shutdown_default_executor)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.012    0.012 css_parser.py:316(__init__)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       11    0.000    0.000    0.024    0.002 _client.py:1751(get)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.778    0.778 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _fileio.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        5    0.000    0.000    0.001    0.000 connection_pool.py:401(__aiter__)
        3    0.000    0.000    0.000    0.000 base_events.py:657(_run_forever_cleanup)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
       83    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       25    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        2    0.000    0.000    0.000    0.000 selector_events.py:141(_write_to_self)
        2    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.007    0.007 _connection.py:1(<module>)
       28    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
    51/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 request.py:371(add_header)
        1    0.000    0.000    0.000    0.000 selector_events.py:99(close)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        3    0.000    0.000    0.000    0.000 selector_events.py:849(resume_reading)
        2    0.000    0.000    0.000    0.000 _asyncio.py:1306(aclose)
      107    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        2    0.000    0.000    0.000    0.000 _asyncio.py:2389(create_event)
        2    0.000    0.000    0.000    0.000 _asyncio.py:373(is_anyio_cancellation)
        1    0.000    0.000    0.000    0.000 _asyncio.py:2385(create_task_group)
        1    0.000    0.000    0.606    0.606 runners.py:64(close)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asyncio.py:879(start_soon)
        8    0.000    0.000    0.000    0.000 _models.py:195(raw)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        2    0.000    0.000    0.000    0.000 base_events.py:927(getaddrinfo)
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
       23    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 selector_events.py:669(_sock_write_done)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
        5    0.000    0.000    0.001    0.000 _client.py:175(__aiter__)
       15    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
       38    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       30    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
      249    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        2    0.000    0.000    0.000    0.000 _typedattr.py:58(extra)
        1    0.000    0.000    0.000    0.000 tasks.py:402(create_task)
        5    0.000    0.000    0.000    0.000 socket.py:517(family)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
        2    0.000    0.000    0.000    0.000 transports.py:316(_set_write_buffer_limits)
        2    0.000    0.000    0.000    0.000 _asyncio.py:1770(wait)
        4    0.000    0.000    0.000    0.000 _synchronization.py:198(__init__)
       20    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
       14    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        5    0.000    0.000    0.000    0.000 _connection.py:352(receive_data)
       72    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 _status_codes.py:8(codes)
        2    0.000    0.000    0.008    0.004 ssl.py:949(do_handshake)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.048    0.048 _auth.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        3    0.000    0.000    0.000    0.000 base_events.py:637(_run_forever_setup)
       25    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        8    0.000    0.000    0.000    0.000 _synchronization.py:22(current_async_library)
      141    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        6    0.000    0.000    0.000    0.000 _synchronization.py:70(__aenter__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:641(wait)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 anyio.py:39(write)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        3    0.000    0.000    0.000    0.000 typing.py:2975(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 idna.py:179(encode)
       18    0.000    0.000    0.000    0.000 _asyncio.py:393(__new__)
      107    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
    66/59    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       10    0.000    0.000    0.000    0.000 _state.py:301(_fire_event_triggered_transitions)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:1062(unwrap)
        1    0.000    0.000    0.000    0.000 tasks.py:44(all_tasks)
       25    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        1    0.000    0.000    0.000    0.000 futures.py:384(_call_check_cancel)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 threading.py:1025(_bootstrap_inner)
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
       15    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        3    0.000    0.000    0.000    0.000 tasks.py:723(ensure_future)
       36    0.000    0.000    0.000    0.000 functools.py:66(wraps)
      106    0.000    0.000    0.000    0.000 enum.py:1333(value)
       10    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
       23    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        3    0.000    0.000    0.001    0.000 auto.py:22(connect_tcp)
        6    0.000    0.000    0.000    0.000 _asyncio.py:2324(checkpoint)
       25    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       54    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        4    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
        3    0.000    0.000    0.000    0.000 threading.py:327(wait)
       37    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.017    0.017 ssl.py:682(create_default_context)
       27    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
       87    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.004    0.004 events.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _asyncio.py:2316(current_time)
        1    0.000    0.000    0.000    0.000 ssl.py:813(_create)
        1    0.000    0.000    0.000    0.000 _asyncio.py:355(_task_started)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       11    0.000    0.000    0.001    0.000 inspect.py:3066(from_callable)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
       11    0.000    0.000    0.001    0.000 inspect.py:3342(signature)
        8    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 selector_events.py:914(get_write_buffer_size)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        2    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        4    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        1    0.000    0.000    0.000    0.000 _tasks.py:121(move_on_after)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
       30    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        1    0.000    0.000    0.000    0.000 _client.py:83(_same_origin)
        1    0.000    0.000    0.000    0.000 default.py:266(__init__)
       18    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:417(BaseEventLoop)
        1    0.000    0.000    0.003    0.003 css_match.py:1(<module>)
        1    0.000    0.000    0.606    0.606 runners.py:61(__exit__)
        2    0.000    0.000    0.000    0.000 _client.py:2008(__aexit__)
        4    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
       65    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       66    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _base.py:428(result)
        3    0.000    0.000    0.000    0.000 locks.py:194(clear)
      103    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.005    0.005 _content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1915(getcoroutinestate)
        6    0.000    0.000    0.000    0.000 locks.py:167(__init__)
       33    0.000    0.000    0.000    0.000 _connection.py:212(their_state)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
       38    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        8    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:841(dispatch)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 functools.py:674(cache)
        5    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:81(__aexit__)
      107    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
       51    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
       63    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
       43    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
      109    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 timeouts.py:85(__aenter__)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 unix_events.py:69(close)
        1    0.000    0.000    0.000    0.000 _asyncio.py:1767(is_set)
       40    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
       12    0.000    0.000    0.000    0.000 selector_events.py:835(is_closing)
       76    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       12    0.000    0.000    0.000    0.000 base_futures.py:13(isfuture)
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
       13    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _config.py:23(create_ssl_context)
        1    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tasks.py:151(create_task_group)
        2    0.000    0.000    0.000    0.000 _client.py:77(_port_or_default)
      2/1    0.000    0.000    0.000    0.000 threading.py:981(run)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        1    0.000    0.000    0.000    0.000 _asyncio.py:342(get_callable_name)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 futures.py:378(_set_state)
       37    0.000    0.000    0.000    0.000 typing.py:2367(cast)
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.049    0.049 default.py:280(__init__)
        5    0.000    0.000    0.000    0.000 _asyncio.py:1242(_raw_socket)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:419(__init__)
       36    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 parse.py:1104(_splithost)
       25    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       42    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        1    0.000    0.000    0.000    0.000 selector_events.py:359(remove_writer)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       85    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        1    0.000    0.000    0.548    0.548 runners.py:86(run)
        2    0.000    0.000    0.000    0.000 threading.py:1056(join)
        1    0.000    0.000    0.000    0.000 timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       10    0.000    0.000    0.000    0.000 typing.py:2069(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
        5    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.043    0.043 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
       50    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _synchronization.py:59(setup)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:519(release)
        1    0.000    0.000    0.000    0.000 _base.py:337(_invoke_callbacks)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        2    0.000    0.000    0.000    0.000 _models.py:1065(aclose)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        5    0.000    0.000    0.000    0.000 threading.py:281(__init__)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        4    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        2    0.000    0.000    0.008    0.004 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:332(set_write_buffer_limits)
       18    0.000    0.000    0.000    0.000 _asyncio.py:598(_restart_cancellation_in_parent)
        1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        2    0.000    0.000    0.003    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.000    0.000 _client.py:168(__init__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.053    0.053 _client.py:1353(__init__)
        3    0.000    0.000    0.000    0.000 _asyncio.py:2328(checkpoint_if_cancelled)
        1    0.000    0.000    0.000    0.000 futures.py:362(_chain_future)
        7    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       12    0.000    0.000    0.000    0.000 events.py:129(__lt__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        5    0.000    0.000    0.000    0.000 _events.py:299(__init__)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       44    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
       27    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 threading.py:953(start)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _urls.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
       85    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
      2/1    0.000    0.000    0.000    0.000 threading.py:998(_bootstrap)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:410(__delitem__)
        2    0.000    0.000    0.000    0.000 events.py:830(set_event_loop)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <string>:5(__eq__)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
       15    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
      122    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:59(__init__)
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        2    0.000    0.000    0.000    0.000 {method 'cancel' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       10    0.000    0.000    0.000    0.000 inspect.py:2468(_descriptor_get)
        6    0.000    0.000    0.000    0.000 _synchronization.py:720(__enter__)
        2    0.000    0.000    0.000    0.000 _urls.py:319(is_relative_url)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        1    0.000    0.000    0.000    0.000 base_events.py:202(_check_ssl_socket)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.000    0.000 events.py:221(AbstractEventLoop)
        1    0.000    0.000    0.002    0.002 _local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _htmlparser.py:1(<module>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 threading.py:472(acquire)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
       34    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:393(done)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       10    0.000    0.000    0.000    0.000 inspect.py:3082(replace)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:351(AsyncHTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 selector_events.py:857(close)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        8    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
        2    0.000    0.000    0.000    0.000 functools.py:823(singledispatch)
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
       10    0.000    0.000    0.000    0.000 base_events.py:1948(_timer_handle_cancelled)
        6    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
       14    0.000    0.000    0.000    0.000 selectors.py:276(get_map)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
