('Total Revenue', '395,760,000', '391,035,000', '383,285,000', '394,328,000', '365,817,000')
         784229 function calls (759850 primitive calls) in 6.515 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      528    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       40    0.000    0.000    0.000    0.000 message.py:511(set_raw)
      183    0.000    0.000    0.004    0.000 _parser.py:97(closegroup)
        1    0.000    0.000    1.149    1.149 sessions.py:500(request)
      541    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      352    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      248    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    6.515    6.515 financial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x1049ba0c0}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       12    0.000    0.000    0.000    0.000 queue.py:140(put)
        3    0.000    0.000    0.011    0.004 utils.py:765(should_bypass_proxies)
       57    0.000    0.000    0.000    0.000 typing.py:3790(__getattr__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
       53    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
      160    0.000    0.000    0.000    0.000 enum.py:199(__get__)
      341    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
      249    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      251    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
        2    0.000    0.000    0.001    0.001 cookies.py:1(<module>)
        3    0.000    0.000    0.000    0.000 request.py:2569(_proxy_bypass_macosx_sysconf)
      268    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      250    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      280    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
       41    0.000    0.000    0.122    0.003 models.py:816(generate)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      264    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       54    0.000    0.000    0.001    0.000 typing.py:1658(copy_with)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
       90    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.010    0.003 request.py:2660(proxy_bypass_macosx_sysconf)
    29/16    0.000    0.000    0.141    0.009 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       33    0.000    0.000    0.000    0.000 enum.py:1055(_add_member_)
      221    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
    42/30    0.000    0.000    0.006    0.000 css_parser.py:569(parse_pseudo_class)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.037    0.037 css_parser.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.003    0.001 request.py:1(<module>)
        1    0.000    0.000    1.150    1.150 api.py:62(get)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      182    0.000    0.000    0.001    0.000 typing.py:789(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
  136/131    0.000    0.000    0.000    0.000 css_parser.py:375(_freeze_relations)
      345    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.006    0.006 socket.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       21    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2307(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
       24    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       63    0.000    0.000    0.001    0.000 typing.py:1023(__init__)
        7    0.000    0.000    0.001    0.000 typing.py:2975(_make_nmtuple)
       60    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.115    0.115 connection.py:669(connect)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       77    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
    70/50    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       54    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
      371    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    0.012    0.012 ssl.py:1(<module>)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
        2    0.000    0.000    0.049    0.025 client.py:245(parse_headers)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       50    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
      245    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      222    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
      113    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
       25    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      195    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.022    0.022 adapters.py:1(<module>)
        1    0.000    0.000    0.044    0.044 ssl.py:990(_create)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
    38/29    0.000    0.000    0.006    0.000 css_parser.py:732(parse_pseudo_open)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       38    0.000    0.000    0.000    0.000 functools.py:541(decorating_function)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        1    0.000    0.000    0.010    0.010 url.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.889    0.444 client.py:1384(getresponse)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       69    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        3    0.000    0.000    0.055    0.018 exceptions.py:1(<module>)
      264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       92    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.044    0.044 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
      144    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      107    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
    78/56    0.000    0.000    0.002    0.000 typing.py:574(__getitem__)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
      223    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        3    0.000    0.000    0.018    0.006 response.py:1(<module>)
        5    0.000    0.000    0.123    0.025 models.py:890(content)
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
    70/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        5    0.000    0.000    0.004    0.001 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
     12/1    0.000    0.000    0.000    0.000 functools.py:710(_c3_mro)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
       13    0.000    0.000    0.000    0.000 queue.py:180(get)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.026    0.026 client.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
        1    0.000    0.000    0.026    0.026 connectionpool.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.001    0.001 response.py:916(read)
        1    0.000    0.000    0.078    0.078 element.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        2    0.000    0.000    0.000    0.000 socket.py:782(close)
        4    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        9    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       12    0.000    0.000    0.002    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
       22    0.000    0.000    0.001    0.000 typing.py:806(Optional)
       16    0.000    0.000    0.019    0.001 css_parser.py:296(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x104c06a20}
       12    0.000    0.000    0.000    0.000 functools.py:683(_c3_merge)
      115    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        2    0.000    0.000    0.001    0.000 adapters.py:446(get_connection_with_tls_context)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      169    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        7    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
        1    0.000    0.000    0.071    0.071 connection.py:27(create_connection)
       44    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
      160    0.000    0.000    0.000    0.000 enum.py:1333(value)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       69    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        7    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        3    0.000    0.000    0.010    0.003 request.py:2674(proxy_bypass)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
       25    0.000    0.000    0.000    0.000 threading.py:398(notify)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
    24/21    0.000    0.000    0.029    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
        8    0.000    0.000    0.002    0.000 _htmlparser.py:226(handle_charref)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       57    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        7    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        2    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.008    0.008 cd.py:1(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:2692(overload)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        8    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
      146    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.123    0.123 parser.py:104(feed)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.015    0.015 ssl_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        5    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        1    0.000    0.000    0.071    0.071 connection.py:192(_new_conn)
       14    0.000    0.000    0.008    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.020    0.020 css_parser.py:418(CSSParser)
        2    0.000    0.000    0.031    0.015 api.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.019    0.019 compat.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
      269    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.022    0.022 sessions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
        6    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        4    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        7    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        8    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:864(resolve_proxies)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        2    0.000    0.000    0.115    0.057 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.010    0.010 sessions.py:750(merge_environment_settings)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
       40    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:1154(_splitport)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.123    0.123 _htmlparser.py:449(feed)
        9    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.028    0.028 socket.py:958(getaddrinfo)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.002    0.002 sessions.py:302(rebuild_proxies)
       25    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
        7    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 response.py:245(__init__)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.010    0.005 utils.py:826(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
       24    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
       14    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
       26    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x1049baf20}
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
       26    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        8    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 css_match.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 parse.py:935(quote_from_bytes)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
        1    0.000    0.000    0.002    0.002 _local.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.035    0.035 formatter.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        2    0.000    0.000    0.013    0.007 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.022    0.022 _request_methods.py:1(<module>)
        1    0.000    0.000    0.043    0.043 ssl.py:1365(do_handshake)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        9    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        2    0.000    0.000    0.000    0.000 parse.py:859(quote)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 core.py:21(where)
