,Protein,Total lipid (fat),"Carbohydrate, by difference",Total Sugars,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Selenium, Se","Vitamin A, RAE",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total","Choline, total",Vitamin K (phylloquinone),"Folate, DFE","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated","Manganese, Mn"
watercress,0.048,0.03641025641025641,0.004909090909090909,0.00042,0.017857142857142856,0.09615384615384616,0.011666666666666667,0.05238095238095238,0.0504,0.07319148936170213,0.07521739130434782,0.01090909090909091,0.08888888888888889,1.6363636363636363e-05,0.18888888888888888,0.09666666666666666,0.0,0.07,0.09153846153846154,0.012375,0.08529411764705883,1.75e-05,0.0041739130434782605,2.183333333333333,0.0175,0.0,0.006666666666666667,0.0372,0.0
watermelon,0.0156,0.003205128205128205,0.027090909090909093,0.01254,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiskey,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0032,0.000425531914893617,0.0004347826086956522,0.0036363636363636364,0.023333333333333334,0.0,0.0,0.0,0.0,0.005,0.003076923076923077,0.0008125,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
white wine,0.0014,0.0,0.009454545454545455,0.00192,0.0,0.006923076923076923,0.015,0.023809523809523808,0.0144,0.015106382978723404,0.002173913043478261,0.01090909090909091,0.0044444444444444444,1.8181818181818183e-06,0.0,0.0,0.0,0.004166666666666667,0.011538461538461539,0.00675,0.029411764705882353,2.5e-06,0.0018695652173913043,0.0033333333333333335,0.0025,0.0,0.0,0.0,0.0
whole wheat,0.2858,0.0,0.06494545454545454,0.0,0.0,0.11,0.28555555555555556,0.0,0.0,0.0,0.13826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wild rice,0.2666,0.01423076923076923,0.28283636363636366,0.0,0.15714285714285714,0.0,0.08888888888888889,0.0,0.2664,0.05680851063829787,0.0,0.30272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.17461538461538462,0.4166875,0.2611764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0008,0.0,0.005890909090909091,0.00094,0.0,0.005384615384615384,0.012222222222222223,0.016666666666666666,0.0096,0.01276595744680851,0.004782608695652174,0.01090909090909091,0.0077777777777777776,1.8181818181818183e-06,0.0,0.0,0.0,0.0025,0.010769230769230769,0.0061875,0.018823529411764704,2.5e-06,0.0013043478260869566,0.0,0.0025,0.0,0.0,0.0,0.0
wok,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913044e-05,0.5941666666666666,0.0,0.0,0.0,0.3879,0.0
yellow squash,0.02,0.0,0.01090909090909091,0.004,0.03571428571428571,0.007692307692307693,0.02,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,0.0704,0.04512820512820513,0.016036363636363637,0.00616,0.0,0.10153846153846154,0.0,0.030952380952380953,0.0,0.03276595744680851,0.020869565217391306,0.056363636363636366,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0
yuca,0.0236,0.0,0.10694545454545455,0.00236,0.125,0.009230769230769232,0.07055555555555555,0.0,0.0,0.07510638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zucchini,0.021,0.0,0.01530909090909091,0.00632,0.039285714285714285,0.016153846153846154,0.024444444444444446,0.0,0.0,0.04723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turkey,0.195,0.01628205128205128,0.024654545454545453,0.00338,0.04642857142857143,0.03230769230769231,0.06333333333333334,0.0,0.0,0.0,0.22652173913043477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333333333333333,0.021,0.0
